Date,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,Player22,Player23,Player24,Player25,Player26,Player27,Player28,Player29,Player30,Player31,Player32,Player33,Player34,Player35,Player36,Player37,Player38,Player39,Player40,Player41,Player42,Player43,Player44,Player45,Player46,Player47,Player48,Player49,Player50,Player51,Player52,Player53,Player54,Player55,Player56,Player57,Player58,Player59,Player60,Player61,Player62,Player63,Player64,Player65,Player66,Player67,Player68,Player69,Player70,Player71,Player72,Player73,Player74,Player75,Player76,Player77,Player78,Player79,Player80,Player81,Player82,Player83,Player84,Player85,Player86,Player87,Player88,Player89,Player90,Player91,Player92,Player93,Player94,Player95,Player96,Player97,Player98,Player99,Player100,Tournament
2023-09-23 18:00,GranaDy,Spam,Scrapie,Ratchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-23 19:00,Letzter,Rasg,Affi,Mime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-23 19:00,Kappa,L1ngo,Ender,Kvikk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-23 19:00,Whizzy,Stufts,Deska,vekisoos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-23 19:00,Piranha,Switch,Vixxa,seraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 13:00,Stufts,Letzter,Massa,Elconn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 13:00,Ratchet,Switch,SkandeaR,Kappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 13:00,Rasg,Tween,Evon,Whizzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 13:00,L1ngo,Piranha,Scrapie,Ener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 14:00,Tween,Stufts,L1ngo,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 14:00,Letter,Piranha,Ratchet,Rasg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 15:00,GranaDy,Feed,Barbos,Mury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 15:00,Otaaaq,Hugo220,Az0x,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 16:00,Mury,Tween,Spam,Letzter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 16:00,Barbos,Az0x,Stufts,Piranha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 17:00,GranaDy,Otaaaq,Feed,Hugo220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 17:00,Barbos,Az0x,Tween,Mury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 18:00,Barbos,Hugo220,Feed,Az0x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-09-24 19:00,Otaaaq,GranaDy,Barbos,Hugo220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xpevo 2023
2023-10-28 20:00,Bren,GranaDy,Glast,Binkss,Richie,Wosile,Heav,Mime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-10-28 21:00,Affi,Gwen,Carl Jr.,Arthaniir,Otaaaq,Massa,Cocow,Tjalic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-10-28 22:00,Gwen,Carl Jr.,GranaDy,Bren,Affi,Glast,Binkss,Arthaniir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-06-29 20:00,Arthaniir,Binkss,Wosile,Tjalic,SkandeaR,Dofault,Legu,Wingobear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-06-29 21:00,Gwen,Bren,Glast,Otaaaq,GranaDy,Affi,Carl Jr.,Heav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-06-29 22:00,Tjalic,Binkss,Wosile,Gwen,Arthaniir,Bren,Glast,Otaaaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2023
2023-09-16 20:00,Carl Jr.,Affi,Heav,Richie,Worker,Sam,Kappa,Legu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2024
2023-09-16 21:00,GranaDy,Mime,Massa,Cocow,Snow,Xerar,Mudda,Dionysos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2025
2023-09-16 22:00,GranaDy,Affi,Massa,Richie,Mime,Carl Jr.,Cocow,Heav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ascension 2026
2019-02-03 0:00,Carl Jr.,Papou,Spam,Bren,DanikB,Dexter,B1ts,Kappa,Rollin,Pac,Dunste,Cap,Maciey,zBurst,Scrapie,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-02-10 0:00,Scrapie,Carl Jr.,Pac,Bren,Kappa,DanikB,Rollin,Papou,zBurst,Dexter,Cap,Spam,Dunste,Maciey,B1ts,Sky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-02-17 0:00,Carl Jr.,Spam,Cap,Kappa,Rollin,Bren,Papou,Dexter,Pac,Dunste,Scrapie,B1ts,DanikB,Sky,zBurst,Maciey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-03-03 0:00,Pac,Carl Jr.,Kappa,Scrapie,Bren,Papou,Spam,DanikB,Rollin,B1ts,Cap,Sky,Maciey,Dexter,Dunste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-03-17 0:00,Pac,Carl Jr.,Kappa,Spam,Rollin,Cap,Papou,Bren,Dunste,Maciey,B1ts,DanikB,Dexter,zBurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-03-31 0:00,Carl Jr.,Pac,Bren,Cap,Spam,Dunste,Papou,Scrapie,DanikB,Kappa,Rollin,zBurst,Massa,B1ts,Maciey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-04-14 0:00,Carl Jr.,Pac,Spam,Bren,Massa,Kappa,Kappa,Papou,Rollin,Cap,Dunste,Maciey,DanikB,B1ts,zBurst,Dexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-04-28 0:00,Carl Jr.,Scrapie,Rollin,Massa,Pac,Cap,Bren,Dunste,Papou,Spam,Dexter,DanikB,B1ts,zBurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-05-05 0:00,Spam,Carl Jr.,Pac,Papou,Dunste,Cap,Bren,DanikB,Kappa,Massa,Rollin,Scrapie,B1ts,Dexter,Maciey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-05-12 0:00,Spam,Papou,Rollin,Scrapie,Carl Jr.,Massa,Maciey,Kappa,DanikB,Pac,Bren,B1ts,Dunste,Cap,Dexter,zBurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 13:00,Carl Jr.,Papou,Scrapie,Kappa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 13:00,Pac,Spam,Bren,Rollin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 14:00,Kappa,Bren,Rollin,Scrapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 15:00,Carl Jr.,Papou,Pac,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 16:00,Kappa,Spam,Bren,Pac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2019-10-30 17:00,Kappa,Papou,Pac,Bren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Beta Season
2020-09-13 0:00,Papou,Spam,Scrapie,Kappa,Affi,Carl Jr.,Gwen,Evon,Pac,riolu,Yannex,Massa,Bren,matt,Tween,Aurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020
2020-07-12 0:00,Pac,Scrapie,Papou,Kappa,Carl Jr.,Gwen,Aurel,Spam,Tween,Affi,Yannex,Massa,Bren,riolu,Evon,matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020 Showmatch
2020-11-01 13:00,Pac,Papou,Gwen,Carl Jr.,Aurel,Affi,Kappa,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020
2020-11-01 14:00,Papou,Carl Jr.,Pac,Gwen,Affi,Aurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020
2020-11-01 15:00,Gwen,Carl Jr.,Pac,Papou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020
2020-11-01 16:00,Carl Jr.,Gwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Fall 2020
2020-01-11 13:00,Legu,Gwen,Yannex,Nixotica,Dofault,Nodd,Wosile,Raizo,MiQuatro,Neqzo,Meh,NRGZ,Skydear,Javzo,Nevermind,CiremyxX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-01-11 14:00,Affi,Eger,Vulnerra,Haedra,Badlulu,Cap,Razii,Tricky,Link.FR,Mixmod,MimoJr.,Vivic,Dog,beN,Brandom,Tankrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-01-18 13:00,Gwen,Affi,Mixmod,Tankrom,CiremyxX,Bensword,Haedra,Wirtual,Razii,GranaDy,MimoJr.,Link.FR,Dog,Cap,Nodd,Turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-01-18 14:00,Yannex,Badlulu,Tricky,Wosile,Vulnerra,Javzo,Raizo,Dark,Wingobear,Legu,Marius89,MiQuatro,Dofault,Bresso,Eger,Ayako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-01-25 0:00,Legu,Dark,MiQuatro,Badlulu,Eger,Tankrom,Vulnerra,Raizo,Dog,Vivic,Razer,Razii,Wosile,Wirtual,Javzo,Brandom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-01-25 0:00,Gwen,Affi,Yannex,Haedra,GranaDy,Tricky,Link.FR,Nixotica,Wingobear,Yotokotokolo,Meh,DankRaptor,Bresso,Dofault,Skydear,Shpluk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-01 0:00,Eger,Yannex,DarkLight,Ayako,SkandeaR,SuperCarlouf,Legu,CiremyxX,Nawk,MiQuatro,Dofault,Micka,Snatix,Jean-Rene,Siqaa,Bresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-01 0:00,Gwen,Affi,Razii,Dog,MimoJr.,raizo,Wingobear,Link.FR,Tricky,Javzo,Mixmod,Wosile,Nixotica,Vulnerra,SuptimaL,Skydear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-08 0:00,Legu,MiQuatro,Yannex,Haedra,GranaDy,Eger,Dofault,Gwen,Siqaa,raizo,Mixmod,Dog,Nixotica,Ezpowa,Micka,Nawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-08 0:00,Affi,Dark,Tricky,MimoJr.,Vulnerra,Link.FR,Razii,Snow,Wosile,Bresso,Javzo,CiremyxX,Ayako,Snatix,Wingobear,Foxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-15 0:00,raizo,Yannex,MimoJr.,Wosile,Eger,Razii,Javzo,Dofault,Vivic,Link.FR,Bresso,MiQuatro,Laznox,Skydruw,Sheeps,Jean-Rene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-15 0:00,Gwen,Affi,DarkLight,Legu,Vulnerra,Haedra,Mixmod,Tricky,Marius89,zeR,Ezpowa,Siqaa,Micka,CiremyxX,Munrev,Nixotica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Open Winter 2020
2020-02-28 13:00,Carl Jr.,Papou,Kappa,Tween,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-28 13:00,Scrapie,Spam,riolu,Aurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-28 14:00,Kappa,riolu,Tween,Aurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-28 15:00,Carl Jr.,Papou,Scrapie,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-28 16:00,Kappa,Scrapie,Spam,riolu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-28 17:00,Carl Jr.,Scrapie,Kappa,Papou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-01-05 0:00,Carl Jr.,Papou,Pac,riolu,Tween,Spam,Massa,Kappa,Revolution,Cocow,Rollin,matt,Bren,Aurel,Scrapie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-01-12 0:00,Kappa,riolu,Aurel,Carl Jr.,Tween,Papou,Massa,Scrapie,Rollin,MarciN,Pac,Cocow,matt,Bren,Revolution,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-01-19 0:00,Carl Jr.,Scrapie,riolu,Aurel,MarciN,matt,Pac,Papou,Massa,Tween,Kappa,Bren,Cocow,Spam,Rollin,Revolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-01-26 0:00,Papou,riolu,Spam,Bren,matt,Revolution,Tween,Cocow,Scrapie,Aurel,MarciN,Kappa,Massa,Pac,Carl Jr.,Rollin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-02 0:00,Papou,Tween,Aurel,Scrapie,Bren,Kappa,matt,Spam,Pac,Massa,Revolution,Rollin,riolu,Cocow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2020-02-09 0:00,Aurel,Kappa,riolu,Pac,Spam,Papou,Scrapie,Rollin,Tween,Revolution,Bren,Massa,matt,Cocow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMGL Winter 2020
2021-03-10 13:00,Carl Jr.,Razer,MattOuZ,Spam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Pac,Panda,Nevermind,Z1row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Bren,MathiCs,Feed,Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Dutchy,Hugo220,PauLL,Javzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 14:00,Carl Jr.,Dutchy,Panda,MathiCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 14:00,Razer,Bren,Pac,Hugo220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 15:00,Carl Jr.,Dutchy,Razer,Bren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Panda,Hugo220,Ringoa,Heathcliff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Razer,Magorian,Nodd,Paynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Ratchet,Feed,Javzo,cLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 13:00,Mgwen,Ben,MathiCs,Zvarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 14:00,Gwen,Feed,Panda,Magorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
2021-03-10 14:00,Ratchet,Razer,Hugo220,Ben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamers Assembly 2021
